G06P389O1_,1,1000,AP
HAGCL161,2,1000,AP
HAHCP121,3,1000,AP
HAHCP111,4,1000,AP
CFQFU011,5,1000,AP
AIRFLAI1,6,1000,AP
HAGFU101,7,1000,AP
HAGFU102,8,1000,AP
HAGCL151,9,1000,AP
HAHCP112,10,1000,AP
